MatchNo,PlayerA,PlayerB,Result,MMR_A,MMR_B
55218,Player186,Player40,TEAM_A_WIN,2255,1855
55219,Player186,Player120,TEAM_A_WIN,2275,1790
55220,Player186,Player162,TEAM_B_WIN,2260,2030
55221,Player6,Player16,TEAM_B_WIN,2085,1880
55222,Player120,Player66,TEAM_A_WIN,1810,2045
55223,Player78,Player16,TEAM_A_WIN,1630,1865
55224,Player60,Player16,TEAM_B_WIN,2135,1885
55225,Player90,Player66,TEAM_A_WIN,2510,2030
55226,Player60,Player162,TEAM_B_WIN,2120,2050
55227,Player60,Player120,TEAM_B_WIN,2105,1830
55228,Player126,Player162,TEAM_B_WIN,2615,2070
55229,Player78,Player126,TEAM_B_WIN,1615,2635
55230,Player6,Player66,TEAM_A_WIN,2105,2015
55231,Player78,Player90,TEAM_B_WIN,1600,2530
55232,Player84,Player6,TEAM_B_WIN,2175,2125
55233,Player126,Player84,TEAM_A_WIN,2655,2160
55234,Player90,Player60,TEAM_B_WIN,2515,2125
55235,Player40,Player90,TEAM_B_WIN,1840,2535
55236,Player40,Player84,TEAM_A_WIN,1860,2145
55237,Player126,Player84,TEAM_B_WIN,2640,2165
55238,Player53,Player80,TEAM_A_WIN,2015,2115
55239,Player198,Player156,TEAM_B_WIN,2035,2175
55240,Player36,Player51,TEAM_B_WIN,2195,1965
55241,Player80,Player18,TEAM_A_WIN,2135,2070
55242,Player82,Player30,TEAM_A_WIN,2120,2065
55243,Player36,Player156,TEAM_A_WIN,2215,2160
55244,Player80,Player132,TEAM_B_WIN,2120,2395
55245,Player82,Player132,TEAM_A_WIN,2140,2380
55246,Player156,Player80,TEAM_A_WIN,2180,2105
55247,Player82,Player198,TEAM_B_WIN,2125,2055
55248,Player36,Player192,TEAM_A_WIN,2235,1765
55249,Player156,Player82,TEAM_B_WIN,2165,2145
55250,Player198,Player18,TEAM_A_WIN,2075,2055
55251,Player132,Player174,TEAM_A_WIN,2400,1980
55252,Player53,Player192,TEAM_A_WIN,2035,1750
55253,Player36,Player198,TEAM_B_WIN,2220,2095
55254,Player30,Player18,TEAM_A_WIN,2085,2040
55255,Player30,Player18,TEAM_A_WIN,2105,2025
55256,Player132,Player174,TEAM_B_WIN,2385,2000
55257,Player30,Player192,TEAM_B_WIN,2090,1770
55258,Player192,Player174,TEAM_B_WIN,1755,2020
55259,Player51,Player53,TEAM_A_WIN,1985,2020
55260,Player53,Player51,TEAM_A_WIN,2040,1970
55261,Player51,Player174,TEAM_B_WIN,1955,2040
55262,Player47,Player178,TEAM_A_WIN,2315,2080
55263,Player178,Player39,TEAM_A_WIN,2100,2225
55264,Player105,Player118,TEAM_B_WIN,2250,2320
55265,Player105,Player130,TEAM_A_WIN,2270,2255
55266,Player105,Player65,TEAM_A_WIN,2290,2310
55267,Player118,Player148,TEAM_B_WIN,2305,2115
55268,Player39,Player130,TEAM_B_WIN,2210,2275
55269,Player154,Player148,TEAM_A_WIN,2275,2100
55270,Player54,Player47,TEAM_B_WIN,1315,2335
55271,Player65,Player70,TEAM_A_WIN,2330,2260
55272,Player130,Player44,TEAM_B_WIN,2260,2265
55273,Player39,Player70,TEAM_A_WIN,2230,2245
55274,Player154,Player130,TEAM_A_WIN,2295,2245
55275,Player178,Player118,TEAM_A_WIN,2120,2290
55276,Player70,Player54,TEAM_A_WIN,2265,1300
55277,Player148,Player47,TEAM_B_WIN,2085,2355
55278,Player47,Player105,TEAM_B_WIN,2340,2310
55279,Player154,Player39,TEAM_A_WIN,2315,2215
55280,Player154,Player44,TEAM_B_WIN,2300,2285
55281,Player148,Player70,TEAM_B_WIN,2070,2285
55282,Player178,Player54,TEAM_A_WIN,2140,1285
55283,Player65,Player118,TEAM_A_WIN,2350,2275
55284,Player65,Player44,TEAM_A_WIN,2370,2270
55285,Player44,Player54,TEAM_A_WIN,2290,1270
55286,Player124,Player0,TEAM_B_WIN,2335,2260
55287,Player144,Player170,TEAM_A_WIN,2195,2265
55288,Player160,Player182,TEAM_A_WIN,2215,2340
55289,Player164,Player0,TEAM_B_WIN,2220,2280
55290,Player170,Player136,TEAM_B_WIN,2250,2215
55291,Player170,Player0,TEAM_A_WIN,2270,2265
55292,Player124,Player68,TEAM_A_WIN,2355,2205
55293,Player136,Player182,TEAM_A_WIN,2235,2325
55294,Player124,Player0,TEAM_B_WIN,2340,2285
55295,Player160,Player124,TEAM_B_WIN,2200,2360
55296,Player68,Player144,TEAM_A_WIN,2225,2180
55297,Player170,Player68,TEAM_B_WIN,2255,2245
55298,Player81,Player164,TEAM_B_WIN,2295,2240
55299,Player68,Player160,TEAM_B_WIN,2230,2220
55300,Player160,Player108,TEAM_B_WIN,2205,2170
55301,Player144,Player108,TEAM_A_WIN,2200,2155
55302,Player182,Player113,TEAM_A_WIN,2345,2180
55303,Player81,Player136,TEAM_B_WIN,2280,2255
55304,Player81,Player144,TEAM_B_WIN,2265,2220
55305,Player113,Player108,TEAM_B_WIN,2165,2175
55306,Player182,Player136,TEAM_A_WIN,2365,2240
55307,Player81,Player164,TEAM_A_WIN,2285,2225
55308,Player164,Player108,TEAM_B_WIN,2210,2195
55309,Player23,Player32,TEAM_B_WIN,2610,2350
55310,Player191,Player101,TEAM_A_WIN,2325,2350
55311,Player131,Player23,TEAM_A_WIN,2365,2595
55312,Player62,Player9,TEAM_B_WIN,2415,2445
55313,Player101,Player64,TEAM_A_WIN,2370,2325
55314,Player72,Player191,TEAM_A_WIN,2510,2310
55315,Player64,Player161,TEAM_B_WIN,2310,2410
55316,Player191,Player72,TEAM_B_WIN,2295,2530
55317,Player72,Player161,TEAM_B_WIN,2515,2430
55318,Player161,Player62,TEAM_B_WIN,2415,2435
55319,Player131,Player101,TEAM_B_WIN,2350,2390
55320,Player191,Player131,TEAM_B_WIN,2280,2370
55321,Player101,Player92,TEAM_B_WIN,2375,2340
55322,Player64,Player9,TEAM_A_WIN,2330,2430
55323,Player131,Player62,TEAM_B_WIN,2355,2455
55324,Player9,Player112,TEAM_B_WIN,2415,2300
55325,Player23,Player62,TEAM_A_WIN,2615,2440
55326,Player32,Player161,TEAM_A_WIN,2370,2400
55327,Player64,Player72,TEAM_A_WIN,2350,2500
55328,Player32,Player9,TEAM_A_WIN,2390,2400
55329,Player92,Player112,TEAM_A_WIN,2360,2285
55330,Player112,Player92,TEAM_B_WIN,2270,2380
55331,Player112,Player23,TEAM_A_WIN,2290,2600
55332,Player32,Player92,TEAM_B_WIN,2375,2400
55333,Player165,Player158,TEAM_A_WIN,2550,2460
55334,Player4,Player143,TEAM_B_WIN,2440,2345
55335,Player4,Player179,TEAM_A_WIN,2460,2580
55336,Player149,Player57,TEAM_B_WIN,2535,2630
55337,Player143,Player4,TEAM_A_WIN,2365,2445
55338,Player119,Player179,TEAM_B_WIN,2440,2600
55339,Player143,Player14,TEAM_A_WIN,2385,2550
55340,Player185,Player57,TEAM_B_WIN,2680,2650
55341,Player179,Player165,TEAM_B_WIN,2585,2570
55342,Player165,Player119,TEAM_B_WIN,2555,2460
55343,Player57,Player119,TEAM_B_WIN,2635,2480
55344,Player185,Player179,TEAM_A_WIN,2700,2570
55345,Player158,Player52,TEAM_A_WIN,2480,2400
55346,Player143,Player158,TEAM_A_WIN,2405,2465
55347,Player4,Player171,TEAM_B_WIN,2430,2535
55348,Player52,Player149,TEAM_B_WIN,2385,2555
55349,Player57,Player14,TEAM_B_WIN,2620,2570
55350,Player119,Player165,TEAM_B_WIN,2465,2575
55351,Player185,Player149,TEAM_B_WIN,2685,2575
55352,Player171,Player149,TEAM_A_WIN,2555,2560
55353,Player158,Player171,TEAM_B_WIN,2450,2575
55354,Player185,Player52,TEAM_B_WIN,2670,2405
55355,Player14,Player171,TEAM_A_WIN,2590,2560
55356,Player52,Player14,TEAM_A_WIN,2425,2575
55357,Player50,Player111,TEAM_B_WIN,2440,2530
55358,Player111,Player20,TEAM_A_WIN,2550,2280
55359,Player38,Player172,TEAM_B_WIN,2555,2390
55360,Player20,Player122,TEAM_B_WIN,2265,2290
55361,Player111,Player129,TEAM_B_WIN,2535,2465
55362,Player111,Player188,TEAM_B_WIN,2520,2440
55363,Player71,Player87,TEAM_B_WIN,2540,2365
55364,Player188,Player71,TEAM_B_WIN,2425,2560
55365,Player77,Player172,TEAM_A_WIN,2575,2375
55366,Player122,Player50,TEAM_B_WIN,2275,2460
55367,Player129,Player20,TEAM_A_WIN,2485,2250
55368,Player87,Player75,TEAM_A_WIN,2385,2435
55369,Player75,Player129,TEAM_B_WIN,2420,2505
55370,Player122,Player38,TEAM_A_WIN,2295,2540
55371,Player20,Player87,TEAM_A_WIN,2270,2370
55372,Player122,Player188,TEAM_B_WIN,2280,2445
55373,Player129,Player75,TEAM_B_WIN,2490,2440
55374,Player172,Player87,TEAM_A_WIN,2395,2355
55375,Player71,Player38,TEAM_A_WIN,2580,2525
55376,Player75,Player50,TEAM_B_WIN,2425,2480
55377,Player172,Player71,TEAM_A_WIN,2415,2565
55378,Player77,Player38,TEAM_A_WIN,2595,2510
55379,Player188,Player77,TEAM_B_WIN,2430,2615
55380,Player50,Player77,TEAM_A_WIN,2500,2600
55381,Player99,Player11,TEAM_A_WIN,2805,2810
55382,Player11,Player106,TEAM_B_WIN,2795,2730
55383,Player135,Player166,TEAM_A_WIN,2685,2680
55384,Player135,Player99,TEAM_B_WIN,2670,2825
55385,Player166,Player176,TEAM_B_WIN,2665,2665
55386,Player17,Player99,TEAM_A_WIN,2535,2810
55387,Player35,Player17,TEAM_B_WIN,2610,2555
55388,Player141,Player176,TEAM_B_WIN,2805,2685
55389,Player17,Player45,TEAM_B_WIN,2540,2660
55390,Player11,Player106,TEAM_B_WIN,2780,2750
55391,Player35,Player99,TEAM_A_WIN,2630,2795
55392,Player11,Player106,TEAM_A_WIN,2800,2735
55393,Player45,Player176,TEAM_A_WIN,2680,2670
55394,Player17,Player106,TEAM_A_WIN,2560,2720
55395,Player35,Player135,TEAM_B_WIN,2615,2690
55396,Player166,Player117,TEAM_B_WIN,2650,2695
55397,Player35,Player45,TEAM_A_WIN,2635,2665
55398,Player135,Player117,TEAM_A_WIN,2710,2680
55399,Player117,Player166,TEAM_B_WIN,2665,2670
55400,Player45,Player176,TEAM_B_WIN,2650,2690
55401,Player141,Player117,TEAM_A_WIN,2825,2650
55402,Player27,Player140,TEAM_A_WIN,2845,2490
55403,Player89,Player27,TEAM_B_WIN,2800,2865
55404,Player15,Player58,TEAM_B_WIN,2695,2625
55405,Player58,Player63,TEAM_A_WIN,2645,2570
55406,Player58,Player89,TEAM_B_WIN,2630,2820
55407,Player63,Player58,TEAM_B_WIN,2555,2650
55408,Player15,Player63,TEAM_A_WIN,2715,2540
55409,Player27,Player89,TEAM_B_WIN,2850,2840
55410,Player140,Player89,TEAM_A_WIN,2510,2825
55411,Player140,Player63,TEAM_A_WIN,2530,2525
55412,Player140,Player27,TEAM_B_WIN,2515,2870
55413,Player190,Player104,TEAM_A_WIN,2705,2610
55414,Player155,Player104,TEAM_B_WIN,2645,2630
55415,Player104,Player155,TEAM_A_WIN,2650,2630
55416,Player155,Player104,TEAM_A_WIN,2650,2635
55417,Player155,Player190,TEAM_A_WIN,2670,2690
55418,Player194,Player110,TEAM_B_WIN,2840,2735
55419,Player146,Player110,TEAM_B_WIN,2690,2755
55420,Player194,Player110,TEAM_B_WIN,2825,2775
55421,Player194,Player110,TEAM_A_WIN,2845,2760
55422,Player88,Player194,TEAM_B_WIN,2805,2865
55423,Player88,Player146,TEAM_B_WIN,2790,2710
55424,Player146,Player88,TEAM_B_WIN,2695,2810
55425,Player88,Player146,TEAM_B_WIN,2795,2715
55426,Player69,Player134,TEAM_B_WIN,3290,2730
55427,Player100,Player134,TEAM_B_WIN,2795,2750
55428,Player100,Player2,TEAM_B_WIN,2780,2745
55429,Player5,Player69,TEAM_B_WIN,2890,3310
55430,Player10,Player2,TEAM_A_WIN,2775,2730
55431,Player8,Player100,TEAM_B_WIN,2755,2800
55432,Player5,Player2,TEAM_A_WIN,2910,2715
55433,Player10,Player69,TEAM_B_WIN,2760,3330
55434,Player134,Player10,TEAM_A_WIN,2770,2745
55435,Player134,Player8,TEAM_A_WIN,2790,2740
55436,Player69,Player8,TEAM_B_WIN,3315,2760
55437,Player2,Player8,TEAM_B_WIN,2700,2780
55438,Player5,Player100,TEAM_A_WIN,2930,2785
55439,Player10,Player5,TEAM_A_WIN,2765,2915
55440,Player74,Player29,TEAM_B_WIN,2795,2735
55441,Player56,Player95,TEAM_A_WIN,2800,2650
55442,Player167,Player74,TEAM_B_WIN,2900,2815
55443,Player29,Player147,TEAM_B_WIN,2720,2845
55444,Player74,Player86,TEAM_B_WIN,2800,2925
55445,Player167,Player147,TEAM_A_WIN,2920,2830
55446,Player86,Player167,TEAM_B_WIN,2910,2940
55447,Player86,Player167,TEAM_A_WIN,2930,2925
55448,Player3,Player56,TEAM_A_WIN,2690,2785
55449,Player147,Player74,TEAM_B_WIN,2815,2820
55450,Player86,Player29,TEAM_A_WIN,2950,2705
55451,Player56,Player95,TEAM_B_WIN,2770,2670
55452,Player95,Player147,TEAM_A_WIN,2690,2800
55453,Player29,Player184,TEAM_B_WIN,2690,2940
55454,Player56,Player3,TEAM_B_WIN,2755,2710
55455,Player95,Player3,TEAM_A_WIN,2710,2695
55456,Player184,Player3,TEAM_A_WIN,2960,2680
55457,Player102,Player28,TEAM_B_WIN,2925,3265
55458,Player34,Player107,TEAM_A_WIN,2825,2865
55459,Player102,Player26,TEAM_A_WIN,2945,2855
55460,Player159,Player137,TEAM_A_WIN,2945,3055
55461,Player41,Player102,TEAM_A_WIN,2845,2930
55462,Player41,Player102,TEAM_A_WIN,2865,2915
55463,Player107,Player41,TEAM_A_WIN,2885,2850
55464,Player41,Player26,TEAM_B_WIN,2835,2875
55465,Player152,Player159,TEAM_B_WIN,2855,2965
55466,Player152,Player137,TEAM_A_WIN,2875,3040
55467,Player152,Player34,TEAM_B_WIN,2860,2845
55468,Player34,Player152,TEAM_B_WIN,2830,2880
55469,Player159,Player28,TEAM_B_WIN,2950,3285
55470,Player26,Player137,TEAM_B_WIN,2860,3060
55471,Player107,Player123,TEAM_A_WIN,2905,2900
55472,Player28,Player137,TEAM_B_WIN,3270,3080
55473,Player159,Player34,TEAM_B_WIN,2935,2850
55474,Player123,Player107,TEAM_A_WIN,2920,2890
55475,Player28,Player123,TEAM_A_WIN,3290,2905
55476,Player123,Player26,TEAM_B_WIN,2890,2880
55477,Player189,Player116,TEAM_B_WIN,3165,3600
55478,Player93,Player153,TEAM_B_WIN,2820,3465
55479,Player83,Player93,TEAM_A_WIN,3105,2805
55480,Player59,Player153,TEAM_A_WIN,3200,3450
55481,Player46,Player59,TEAM_B_WIN,2915,3220
55482,Player189,Player183,TEAM_B_WIN,3150,3150
55483,Player46,Player189,TEAM_B_WIN,2900,3170
55484,Player153,Player98,TEAM_B_WIN,3435,2930
55485,Player116,Player93,TEAM_B_WIN,3585,2825
55486,Player46,Player33,TEAM_A_WIN,2920,3420
55487,Player153,Player33,TEAM_A_WIN,3455,3405
55488,Player98,Player173,TEAM_B_WIN,2915,2940
55489,Player93,Player33,TEAM_B_WIN,2810,3425
55490,Player46,Player83,TEAM_B_WIN,2905,3125
55491,Player189,Player59,TEAM_B_WIN,3155,3240
55492,Player83,Player195,TEAM_B_WIN,3110,3060
55493,Player59,Player98,TEAM_B_WIN,3225,2935
55494,Player173,Player183,TEAM_A_WIN,2960,3135
55495,Player33,Player173,TEAM_B_WIN,3410,2980
55496,Player183,Player116,TEAM_B_WIN,3120,3605
55497,Player195,Player83,TEAM_B_WIN,3045,3130
55498,Player195,Player183,TEAM_A_WIN,3065,3105
55499,Player98,Player195,TEAM_A_WIN,2955,3050
55500,Player116,Player173,TEAM_A_WIN,3625,2965
55501,Player197,Player76,TEAM_B_WIN,3295,3440
55502,Player196,Player142,TEAM_A_WIN,3335,3070
55503,Player142,Player128,TEAM_B_WIN,3055,3270
55504,Player142,Player22,TEAM_B_WIN,3040,3575
55505,Player142,Player22,TEAM_A_WIN,3060,3560
55506,Player125,Player197,TEAM_B_WIN,3125,3315
55507,Player177,Player197,TEAM_A_WIN,3645,3300
55508,Player22,Player76,TEAM_B_WIN,3545,3460
55509,Player76,Player177,TEAM_B_WIN,3445,3665
55510,Player125,Player76,TEAM_A_WIN,3145,3430
55511,Player22,Player125,TEAM_B_WIN,3530,3165
55512,Player128,Player197,TEAM_B_WIN,3255,3320
55513,Player196,Player125,TEAM_B_WIN,3320,3185
55514,Player177,Player196,TEAM_B_WIN,3650,3340
55515,Player177,Player196,TEAM_B_WIN,3635,3360
55516,Player168,Player180,TEAM_B_WIN,795,2095
55517,Player21,Player180,TEAM_B_WIN,2025,2115
55518,Player114,Player150,TEAM_B_WIN,0,2340
55519,Player48,Player24,TEAM_A_WIN,2240,1875
55520,Player66,Player12,TEAM_B_WIN,2000,1915
55521,Player180,Player24,TEAM_B_WIN,2100,1895
55522,Player42,Player48,TEAM_B_WIN,2000,2260
55523,Player180,Player66,TEAM_A_WIN,2120,1985
55524,Player138,Player48,TEAM_A_WIN,1145,2245
55525,Player168,Player138,TEAM_A_WIN,815,1130
55526,Player66,Player138,TEAM_A_WIN,2005,1115
55527,Player48,Player42,TEAM_A_WIN,2265,1985
55528,Player150,Player66,TEAM_A_WIN,2360,1990
55529,Player42,Player12,TEAM_B_WIN,1970,1935
55530,Player96,Player12,TEAM_B_WIN,2005,1955
55531,Player150,Player138,TEAM_B_WIN,2345,1135
55532,Player42,Player21,TEAM_B_WIN,1955,2045
55533,Player24,Player114,TEAM_A_WIN,1915,0
55534,Player96,Player168,TEAM_B_WIN,1990,835
55535,Player24,Player12,TEAM_B_WIN,1900,1975
55536,Player168,Player21,TEAM_B_WIN,820,2065
55537,Player96,Player21,TEAM_B_WIN,1975,2085
55538,Player150,Player114,TEAM_A_WIN,2365,0
55539,Player114,Player96,TEAM_B_WIN,0,1995
55540,Player90,Player126,TEAM_B_WIN,2520,2660
55541,Player16,Player126,TEAM_B_WIN,1870,2680
55542,Player126,Player94,TEAM_A_WIN,2700,2280
55543,Player60,Player18,TEAM_B_WIN,2110,2045
55544,Player6,Player90,TEAM_A_WIN,2145,2505
55545,Player16,Player126,TEAM_B_WIN,1855,2720
55546,Player186,Player94,TEAM_B_WIN,2245,2300
55547,Player40,Player18,TEAM_B_WIN,1845,2065
55548,Player16,Player6,TEAM_A_WIN,1875,2130
55549,Player60,Player186,TEAM_A_WIN,2130,2230
55550,Player84,Player186,TEAM_B_WIN,2150,2250
55551,Player84,Player18,TEAM_A_WIN,2170,2050
55552,Player120,Player94,TEAM_B_WIN,1815,2320
55553,Player120,Player94,TEAM_B_WIN,1800,2340
55554,Player78,Player84,TEAM_B_WIN,1585,2190
55555,Player84,Player120,TEAM_A_WIN,2210,1785
55556,Player78,Player16,TEAM_B_WIN,1570,1895
55557,Player78,Player60,TEAM_B_WIN,1555,2150
55558,Player18,Player120,TEAM_B_WIN,2035,1805
55559,Player6,Player78,TEAM_A_WIN,2150,1540
55560,Player186,Player6,TEAM_A_WIN,2270,2135
55561,Player90,Player40,TEAM_B_WIN,2490,1865
55562,Player60,Player90,TEAM_A_WIN,2170,2475
55563,Player130,Player198,TEAM_B_WIN,2230,2115
55564,Player82,Player156,TEAM_B_WIN,2130,2185
55565,Player54,Player30,TEAM_B_WIN,1255,2110
55566,Player156,Player162,TEAM_B_WIN,2170,2090
55567,Player36,Player54,TEAM_B_WIN,2205,1275
55568,Player198,Player130,TEAM_B_WIN,2100,2250
55569,Player132,Player198,TEAM_B_WIN,2370,2120
55570,Player36,Player82,TEAM_A_WIN,2225,2115
55571,Player132,Player162,TEAM_A_WIN,2390,2075
55572,Player51,Player54,TEAM_B_WIN,1940,1295
55573,Player80,Player82,TEAM_B_WIN,2090,2135
55574,Player162,Player51,TEAM_B_WIN,2060,1960
55575,Player156,Player51,TEAM_A_WIN,2190,1945
55576,Player30,Player51,TEAM_A_WIN,2130,1930
55577,Player132,Player30,TEAM_B_WIN,2375,2150
55578,Player80,Player54,TEAM_B_WIN,2075,1315
55579,Player30,Player132,TEAM_A_WIN,2170,2360
55580,Player198,Player130,TEAM_B_WIN,2105,2270
55581,Player36,Player156,TEAM_B_WIN,2210,2210
55582,Player80,Player192,TEAM_B_WIN,2060,1775
55583,Player162,Player82,TEAM_B_WIN,2045,2155
55584,Player36,Player80,TEAM_A_WIN,2230,2045
55585,Player192,Player130,TEAM_B_WIN,1760,2290
55586,Player70,Player148,TEAM_A_WIN,2305,2055
55587,Player154,Player148,TEAM_A_WIN,2320,2040
55588,Player39,Player174,TEAM_B_WIN,2200,2060
55589,Player154,Player39,TEAM_A_WIN,2340,2185
55590,Player118,Player39,TEAM_A_WIN,2295,2170
55591,Player178,Player154,TEAM_A_WIN,2160,2325
55592,Player39,Player154,TEAM_A_WIN,2190,2310
55593,Player47,Player118,TEAM_B_WIN,2325,2315
55594,Player118,Player148,TEAM_B_WIN,2300,2060
55595,Player148,Player53,TEAM_B_WIN,2045,2060
55596,Player170,Player174,TEAM_A_WIN,2275,2045
55597,Player70,Player178,TEAM_B_WIN,2290,2180
55598,Player170,Player47,TEAM_B_WIN,2260,2345
55599,Player178,Player105,TEAM_A_WIN,2200,2295
55600,Player174,Player47,TEAM_B_WIN,2030,2365
55601,Player178,Player53,TEAM_A_WIN,2220,2045
55602,Player170,Player105,TEAM_A_WIN,2280,2280
55603,Player47,Player174,TEAM_B_WIN,2350,2050
55604,Player118,Player53,TEAM_A_WIN,2320,2030
55605,Player53,Player70,TEAM_B_WIN,2015,2310
55606,Player160,Player170,TEAM_B_WIN,2190,2300
55607,Player70,Player105,TEAM_A_WIN,2330,2265
55608,Player160,Player105,TEAM_A_WIN,2210,2250
55609,Player0,Player65,TEAM_A_WIN,2305,2355
55610,Player68,Player108,TEAM_B_WIN,2215,2215
55611,Player124,Player182,TEAM_B_WIN,2345,2385
55612,Player191,Player182,TEAM_A_WIN,2300,2370
55613,Player113,Player68,TEAM_A_WIN,2185,2200
55614,Player108,Player0,TEAM_B_WIN,2200,2325
55615,Player136,Player191,TEAM_B_WIN,2225,2320
55616,Player182,Player108,TEAM_B_WIN,2355,2220
55617,Player108,Player113,TEAM_A_WIN,2240,2170
55618,Player44,Player81,TEAM_A_WIN,2310,2270
55619,Player136,Player44,TEAM_B_WIN,2210,2330
55620,Player182,Player68,TEAM_B_WIN,2340,2220
55621,Player44,Player124,TEAM_B_WIN,2315,2365
55622,Player81,Player136,TEAM_B_WIN,2255,2230
55623,Player81,Player65,TEAM_A_WIN,2275,2340
55624,Player65,Player81,TEAM_B_WIN,2325,2295
55625,Player124,Player191,TEAM_B_WIN,2350,2340
55626,Player124,Player136,TEAM_A_WIN,2370,2215
55627,Player68,Player65,TEAM_A_WIN,2240,2310
55628,Player0,Player191,TEAM_B_WIN,2310,2360
55629,Player113,Player164,TEAM_B_WIN,2155,2230
55630,Player113,Player164,TEAM_B_WIN,2140,2250
55631,Player0,Player164,TEAM_A_WIN,2330,2235
55632,Player44,Player164,TEAM_A_WIN,2335,2220
55633,Player64,Player72,TEAM_A_WIN,2370,2485
55634,Player112,Player101,TEAM_B_WIN,2275,2395
55635,Player101,Player185,TEAM_A_WIN,2415,2655
55636,Player161,Player9,TEAM_A_WIN,2420,2385
55637,Player72,Player9,TEAM_B_WIN,2470,2405
55638,Player144,Player131,TEAM_A_WIN,2240,2340
55639,Player72,Player64,TEAM_B_WIN,2455,2390
55640,Player161,Player185,TEAM_A_WIN,2440,2640
55641,Player64,Player9,TEAM_B_WIN,2375,2425
55642,Player64,Player101,TEAM_A_WIN,2395,2400
55643,Player112,Player131,TEAM_A_WIN,2295,2325
55644,Player144,Player72,TEAM_B_WIN,2225,2475
55645,Player161,Player185,TEAM_A_WIN,2460,2625
55646,Player144,Player185,TEAM_A_WIN,2245,2610
55647,Player101,Player32,TEAM_A_WIN,2420,2360
55648,Player131,Player112,TEAM_A_WIN,2345,2280
55649,Player32,Player161,TEAM_B_WIN,2345,2480
55650,Player23,Player131,TEAM_B_WIN,2585,2365
55651,Player32,Player23,TEAM_A_WIN,2365,2570
55652,Player112,Player62,TEAM_B_WIN,2265,2460
55653,Player62,Player9,TEAM_A_WIN,2480,2410
55654,Player23,Player62,TEAM_A_WIN,2590,2465
55655,Player32,Player62,TEAM_B_WIN,2350,2485
55656,Player144,Player23,TEAM_A_WIN,2265,2575
55657,Player57,Player14,TEAM_A_WIN,2640,2560
55658,Player92,Player179,TEAM_B_WIN,2385,2590
55659,Player52,Player165,TEAM_A_WIN,2445,2560
55660,Player92,Player38,TEAM_B_WIN,2370,2530
55661,Player92,Player52,TEAM_B_WIN,2355,2465
55662,Player171,Player149,TEAM_B_WIN,2545,2580
55663,Player57,Player179,TEAM_B_WIN,2625,2610
55664,Player149,Player4,TEAM_A_WIN,2600,2415
55665,Player92,Player158,TEAM_B_WIN,2340,2470
55666,Player158,Player4,TEAM_A_WIN,2490,2400
55667,Player52,Player165,TEAM_B_WIN,2450,2580
55668,Player52,Player179,TEAM_A_WIN,2470,2595
55669,Player158,Player4,TEAM_A_WIN,2510,2385
55670,Player171,Player38,TEAM_A_WIN,2565,2515
55671,Player57,Player179,TEAM_B_WIN,2610,2615
55672,Player171,Player149,TEAM_A_WIN,2585,2585
55673,Player149,Player158,TEAM_A_WIN,2605,2495
55674,Player14,Player171,TEAM_A_WIN,2580,2570
55675,Player165,Player14,TEAM_A_WIN,2600,2565
55676,Player14,Player38,TEAM_A_WIN,2585,2500
55677,Player165,Player38,TEAM_B_WIN,2585,2520
55678,Player119,Player57,TEAM_B_WIN,2450,2630
55679,Player4,Player119,TEAM_B_WIN,2370,2470
55680,Player45,Player75,TEAM_A_WIN,2670,2410
55681,Player143,Player122,TEAM_B_WIN,2390,2300
55682,Player20,Player122,TEAM_B_WIN,2255,2320
55683,Player75,Player45,TEAM_B_WIN,2395,2690
55684,Player20,Player75,TEAM_B_WIN,2240,2415
55685,Player143,Player20,TEAM_B_WIN,2375,2260
55686,Player143,Player45,TEAM_B_WIN,2360,2710
55687,Player129,Player45,TEAM_B_WIN,2475,2730
55688,Player122,Player87,TEAM_B_WIN,2305,2375
55689,Player71,Player77,TEAM_A_WIN,2585,2585
55690,Player129,Player111,TEAM_A_WIN,2495,2505
55691,Player188,Player111,TEAM_B_WIN,2415,2525
55692,Player75,Player71,TEAM_B_WIN,2400,2605
55693,Player143,Player20,TEAM_B_WIN,2345,2280
55694,Player122,Player188,TEAM_B_WIN,2290,2435
55695,Player50,Player77,TEAM_A_WIN,2520,2570
55696,Player111,Player50,TEAM_A_WIN,2545,2505
55697,Player87,Player71,TEAM_A_WIN,2395,2590
55698,Player188,Player77,TEAM_B_WIN,2420,2590
55699,Player50,Player129,TEAM_A_WIN,2525,2480
55700,Player111,Player129,TEAM_B_WIN,2530,2500
55701,Player77,Player188,TEAM_B_WIN,2575,2440
55702,Player50,Player71,TEAM_B_WIN,2510,2610
55703,Player63,Player141,TEAM_B_WIN,2510,2845
55704,Player166,Player106,TEAM_A_WIN,2690,2705
55705,Player176,Player106,TEAM_A_WIN,2710,2690
55706,Player135,Player35,TEAM_A_WIN,2730,2620
55707,Player35,Player166,TEAM_A_WIN,2640,2675
55708,Player166,Player135,TEAM_A_WIN,2695,2715
55709,Player35,Player63,TEAM_B_WIN,2625,2530
55710,Player35,Player141,TEAM_A_WIN,2645,2830
55711,Player106,Player17,TEAM_A_WIN,2710,2545
55712,Player11,Player17,TEAM_A_WIN,2820,2530
55713,Player166,Player11,TEAM_A_WIN,2715,2805
55714,Player176,Player63,TEAM_B_WIN,2695,2550
55715,Player135,Player106,TEAM_B_WIN,2700,2730
55716,Player135,Player176,TEAM_A_WIN,2720,2680
